,word,sentiment,value
113,abdomen,joy,0
114,abdomen,negative,0
115,abdomen,positive,0
116,abdomen,sadness,0
117,abdomen,surprise,0
118,abdomen,trust,0
119,abdominal,anger,0
120,abdominal,anticipation,0
121,abdominal,disgust,0
122,abdominal,fear,0
123,abdominal,joy,0
124,abdominal,negative,0
125,abdominal,positive,0
126,abdominal,sadness,0
127,abdominal,surprise,0
128,abdominal,trust,0
129,abduction,anger,0
130,abduction,anticipation,0
131,abduction,disgust,0
132,abduction,fear,1
133,abduction,joy,0
134,abduction,negative,1
135,abduction,positive,0
136,abduction,sadness,1
137,abduction,surprise,1
138,abduction,trust,0
139,aberrant,anger,0
140,aberrant,anticipation,0
141,aberrant,disgust,0
142,aberrant,fear,0
143,aberrant,joy,0
144,aberrant,negative,1
145,aberrant,positive,0
146,aberrant,sadness,0
147,aberrant,surprise,0
148,aberrant,trust,0
149,aberration,anger,0
150,aberration,anticipation,0
151,aberration,disgust,1
152,aberration,fear,0
153,aberration,joy,0
154,aberration,negative,1
155,aberration,positive,0
156,aberration,sadness,0
157,aberration,surprise,0
158,aberration,trust,0
159,abeyance,anger,0
160,abeyance,anticipation,0
161,abeyance,disgust,0
162,abeyance,fear,0
163,abeyance,joy,0
164,abeyance,negative,0
165,abeyance,positive,0
166,abeyance,sadness,0
167,abeyance,surprise,0
168,abeyance,trust,0
169,abhor,anger,1
170,abhor,anticipation,0
171,abhor,disgust,1
172,abhor,fear,1
173,abhor,joy,0
174,abhor,negative,1
175,abhor,positive,0
176,abhor,sadness,0
177,abhor,surprise,0
178,abhor,trust,0
179,abhorrent,anger,1
180,abhorrent,anticipation,0
181,abhorrent,disgust,1
182,abhorrent,fear,1
183,abhorrent,joy,0
184,abhorrent,negative,1
185,abhorrent,positive,0
186,abhorrent,sadness,0
187,abhorrent,surprise,0
188,abhorrent,trust,0
189,abide,anger,0
190,abide,anticipation,0
191,abide,disgust,0
192,abide,fear,0
193,abide,joy,0
194,abide,negative,0
195,abide,positive,0
196,abide,sadness,0
197,abide,surprise,0
198,abide,trust,0
199,ability,anger,0
200,ability,anticipation,0
201,ability,disgust,0
202,ability,fear,0
203,ability,joy,0
204,ability,negative,0
205,ability,positive,1
206,ability,sadness,0
207,ability,surprise,0
208,ability,trust,0
209,abject,anger,0
210,abject,anticipation,0
211,abject,disgust,1
212,abject,fear,0
213,abject,joy,0
214,abject,negative,1
215,abject,positive,0
216,abject,sadness,0
217,abject,surprise,0
218,abject,trust,0
219,ablation,anger,0
220,ablation,anticipation,0
221,ablation,disgust,0
222,ablation,fear,0
223,ablation,joy,0
224,ablation,negative,0
225,ablation,positive,0
226,ablation,sadness,0
227,ablation,surprise,0
228,ablation,trust,0
229,ablaze,anger,0
230,ablaze,anticipation,0
231,ablaze,disgust,0
232,ablaze,fear,0
233,ablaze,joy,0
234,ablaze,negative,0
235,ablaze,positive,0
236,ablaze,sadness,0
237,ablaze,surprise,0
238,ablaze,trust,0
239,abnormal,anger,0
240,abnormal,anticipation,0
241,abnormal,disgust,1
242,abnormal,fear,0
243,abnormal,joy,0
244,abnormal,negative,1
245,abnormal,positive,0
246,abnormal,sadness,0
247,abnormal,surprise,0
248,abnormal,trust,0
249,aboard,anger,0
250,aboard,anticipation,0
251,aboard,disgust,0
252,aboard,fear,0
253,aboard,joy,0
254,aboard,negative,0
255,aboard,positive,0
256,aboard,sadness,0
257,aboard,surprise,0
258,aboard,trust,0
259,abode,anger,0
260,abode,anticipation,0
261,abode,disgust,0
262,abode,fear,0
263,abode,joy,0
264,abode,negative,0
265,abode,positive,0
266,abode,sadness,0
267,abode,surprise,0
268,abode,trust,0
269,abolish,anger,1
270,abolish,anticipation,0
271,abolish,disgust,0
272,abolish,fear,0
273,abolish,joy,0
274,abolish,negative,1
275,abolish,positive,0
276,abolish,sadness,0
277,abolish,surprise,0
278,abolish,trust,0
279,abolition,anger,0
280,abolition,anticipation,0
281,abolition,disgust,0
282,abolition,fear,0
283,abolition,joy,0
284,abolition,negative,1
285,abolition,positive,0
286,abolition,sadness,0
287,abolition,surprise,0
288,abolition,trust,0
289,abominable,anger,0
290,abominable,anticipation,0
291,abominable,disgust,1
292,abominable,fear,1
293,abominable,joy,0
294,abominable,negative,1
295,abominable,positive,0
296,abominable,sadness,0
297,abominable,surprise,0
298,abominable,trust,0
299,abomination,anger,1
300,abomination,anticipation,0
301,abomination,disgust,1
302,abomination,fear,1
303,abomination,joy,0
304,abomination,negative,1
305,abomination,positive,0
306,abomination,sadness,0
307,abomination,surprise,0
308,abomination,trust,0
309,aboriginal,anger,0
310,aboriginal,anticipation,0
311,aboriginal,disgust,0
312,aboriginal,fear,0
313,aboriginal,joy,0
314,aboriginal,negative,0
315,aboriginal,positive,0
316,aboriginal,sadness,0
317,aboriginal,surprise,0
318,aboriginal,trust,0
319,abort,anger,0
320,abort,anticipation,0
321,abort,disgust,0
322,abort,fear,0
323,abort,joy,0
324,abort,negative,1
325,abort,positive,0
326,abort,sadness,0
327,abort,surprise,0
328,abort,trust,0
329,abortion,anger,0
330,abortion,anticipation,0
331,abortion,disgust,1
332,abortion,fear,1
333,abortion,joy,0
334,abortion,negative,1
335,abortion,positive,0
336,abortion,sadness,1
337,abortion,surprise,0
338,abortion,trust,0
339,abortive,anger,0
340,abortive,anticipation,0
341,abortive,disgust,0
342,abortive,fear,0
343,abortive,joy,0
344,abortive,negative,1
345,abortive,positive,0
346,abortive,sadness,1
347,abortive,surprise,0
348,abortive,trust,0
349,abound,anger,0
350,abound,anticipation,0
351,abound,disgust,0
352,abound,fear,0
353,abound,joy,0
354,abound,negative,0
355,abound,positive,0
356,abound,sadness,0
357,abound,surprise,0
358,abound,trust,0
359,abovementioned,anger,0
360,abovementioned,anticipation,0
361,abovementioned,disgust,0
362,abovementioned,fear,0
363,abovementioned,joy,0
364,abovementioned,negative,0
365,abovementioned,positive,1
366,abovementioned,sadness,0
367,abovementioned,surprise,0
368,abovementioned,trust,0
369,abrasion,anger,0
370,abrasion,anticipation,0
371,abrasion,disgust,0
372,abrasion,fear,0
373,abrasion,joy,0
374,abrasion,negative,1
375,abrasion,positive,0
376,abrasion,sadness,0
377,abrasion,surprise,0
378,abrasion,trust,0
379,abroad,anger,0
380,abroad,anticipation,0
381,abroad,disgust,0
382,abroad,fear,0
383,abroad,joy,0
384,abroad,negative,0
385,abroad,positive,0
386,abroad,sadness,0
387,abroad,surprise,0
388,abroad,trust,0
389,abrogate,anger,0
390,abrogate,anticipation,0
391,abrogate,disgust,0
392,abrogate,fear,0
393,abrogate,joy,0
394,abrogate,negative,1
395,abrogate,positive,0
396,abrogate,sadness,0
397,abrogate,surprise,0
398,abrogate,trust,0
399,abrupt,anger,0
400,abrupt,anticipation,0
401,abrupt,disgust,0
402,abrupt,fear,0
403,abrupt,joy,0
404,abrupt,negative,0
405,abrupt,positive,0
406,abrupt,sadness,0
407,abrupt,surprise,1
408,abrupt,trust,0
409,abruptly,anger,0
410,abruptly,anticipation,0
411,abruptly,disgust,0
412,abruptly,fear,0
413,abruptly,joy,0
414,abruptly,negative,0
415,abruptly,positive,0
416,abruptly,sadness,0
417,abruptly,surprise,0
418,abruptly,trust,0
419,abscess,anger,0
420,abscess,anticipation,0
421,abscess,disgust,0
422,abscess,fear,0
423,abscess,joy,0
424,abscess,negative,1
425,abscess,positive,0
426,abscess,sadness,1
427,abscess,surprise,0
428,abscess,trust,0
429,absence,anger,0
430,absence,anticipation,0
431,absence,disgust,0
432,absence,fear,1
433,absence,joy,0
434,absence,negative,1
435,absence,positive,0
436,absence,sadness,1
437,absence,surprise,0
438,absence,trust,0
439,absent,anger,0
440,absent,anticipation,0
441,absent,disgust,0
442,absent,fear,0
443,absent,joy,0
444,absent,negative,1
445,absent,positive,0
446,absent,sadness,1
447,absent,surprise,0
448,absent,trust,0
449,absentee,anger,0
450,absentee,anticipation,0
451,absentee,disgust,0
452,absentee,fear,0
453,absentee,joy,0
454,absentee,negative,1
455,absentee,positive,0
456,absentee,sadness,1
457,absentee,surprise,0
458,absentee,trust,0
459,absenteeism,anger,0
460,absenteeism,anticipation,0
461,absenteeism,disgust,0
462,absenteeism,fear,0
463,absenteeism,joy,0
464,absenteeism,negative,1
465,absenteeism,positive,0
466,absenteeism,sadness,0
467,absenteeism,surprise,0
468,absenteeism,trust,0
469,absinthe,anger,0
470,absinthe,anticipation,0
471,absinthe,disgust,0
472,absinthe,fear,0
473,absinthe,joy,0
474,absinthe,negative,0
475,absinthe,positive,0
476,absinthe,sadness,0
477,absinthe,surprise,0
478,absinthe,trust,0
479,absolute,anger,0
480,absolute,anticipation,0
481,absolute,disgust,0
482,absolute,fear,0
483,absolute,joy,0
484,absolute,negative,0
485,absolute,positive,1
486,absolute,sadness,0
487,absolute,surprise,0
488,absolute,trust,0
489,absolution,anger,0
490,absolution,anticipation,0
491,absolution,disgust,0
492,absolution,fear,0
493,absolution,joy,1
494,absolution,negative,0
495,absolution,positive,1
496,absolution,sadness,0
497,absolution,surprise,0
498,absolution,trust,1
499,absorbed,anger,0
500,absorbed,anticipation,0
501,absorbed,disgust,0
502,absorbed,fear,0
503,absorbed,joy,0
504,absorbed,negative,0
505,absorbed,positive,1
506,absorbed,sadness,0
507,absorbed,surprise,0
508,absorbed,trust,0
509,absorbent,anger,0
510,absorbent,anticipation,0
511,absorbent,disgust,0
512,absorbent,fear,0
513,absorbent,joy,0
514,absorbent,negative,0
515,absorbent,positive,0
516,absorbent,sadness,0
517,absorbent,surprise,0
518,absorbent,trust,0
519,absorbing,anger,0
520,absorbing,anticipation,0
521,absorbing,disgust,0
522,absorbing,fear,0
523,absorbing,joy,0
524,absorbing,negative,0
525,absorbing,positive,0
526,absorbing,sadness,0
527,absorbing,surprise,0
528,absorbing,trust,0
529,absorption,anger,0
530,absorption,anticipation,0
531,absorption,disgust,0
532,absorption,fear,0
533,absorption,joy,0
534,absorption,negative,0
535,absorption,positive,0
536,absorption,sadness,0
537,absorption,surprise,0
538,absorption,trust,0
539,abstain,anger,0
540,abstain,anticipation,0
541,abstain,disgust,0
542,abstain,fear,0
543,abstain,joy,0
544,abstain,negative,0
545,abstain,positive,0
546,abstain,sadness,0
547,abstain,surprise,0
548,abstain,trust,0
549,abstention,anger,0
550,abstention,anticipation,0
551,abstention,disgust,0
552,abstention,fear,0
553,abstention,joy,0
554,abstention,negative,0
555,abstention,positive,0
556,abstention,sadness,0
557,abstention,surprise,0
558,abstention,trust,0
559,abstinence,anger,0
560,abstinence,anticipation,0
561,abstinence,disgust,0
562,abstinence,fear,0
563,abstinence,joy,0
564,abstinence,negative,0
565,abstinence,positive,0
566,abstinence,sadness,0
567,abstinence,surprise,0
568,abstinence,trust,0
569,abstract,anger,0
570,abstract,anticipation,0
571,abstract,disgust,0
572,abstract,fear,0
573,abstract,joy,0
574,abstract,negative,0
575,abstract,positive,0
576,abstract,sadness,0
577,abstract,surprise,0
578,abstract,trust,0
579,abstraction,anger,0
580,abstraction,anticipation,0
581,abstraction,disgust,0
582,abstraction,fear,0
583,abstraction,joy,0
584,abstraction,negative,0
585,abstraction,positive,0
586,abstraction,sadness,0
587,abstraction,surprise,0
588,abstraction,trust,0
589,absurd,anger,0
590,absurd,anticipation,0
591,absurd,disgust,0
592,absurd,fear,0
593,absurd,joy,0
594,absurd,negative,1
595,absurd,positive,0
596,absurd,sadness,0
597,absurd,surprise,0
598,absurd,trust,0
599,absurdity,anger,0
600,absurdity,anticipation,0
601,absurdity,disgust,0
602,absurdity,fear,0
603,absurdity,joy,0
604,absurdity,negative,1
605,absurdity,positive,0
606,absurdity,sadness,0
607,absurdity,surprise,0
608,absurdity,trust,0
609,abundance,anger,0
610,abundance,anticipation,1
611,abundance,disgust,1
612,abundance,fear,0
613,abundance,joy,1
614,abundance,negative,1
615,abundance,positive,1
616,abundance,sadness,0
617,abundance,surprise,0
618,abundance,trust,1
619,abundant,anger,0
620,abundant,anticipation,0
621,abundant,disgust,0
622,abundant,fear,0
623,abundant,joy,1
624,abundant,negative,0
625,abundant,positive,1
626,abundant,sadness,0
627,abundant,surprise,0
628,abundant,trust,0
629,abuse,anger,1
630,abuse,anticipation,0
631,abuse,disgust,1
632,abuse,fear,1
633,abuse,joy,0
634,abuse,negative,1
635,abuse,positive,0
636,abuse,sadness,1
637,abuse,surprise,0
638,abuse,trust,0
639,abutment,anger,0
640,abutment,anticipation,0
641,abutment,disgust,0
642,abutment,fear,0
643,abutment,joy,0
644,abutment,negative,0
645,abutment,positive,0
646,abutment,sadness,0
647,abutment,surprise,0
648,abutment,trust,0
649,aby,anger,0
650,aby,anticipation,0
651,aby,disgust,0
652,aby,fear,0
653,aby,joy,0
654,aby,negative,0
655,aby,positive,0
656,aby,sadness,0
657,aby,surprise,0
658,aby,trust,0
659,abysmal,anger,0
660,abysmal,anticipation,0
661,abysmal,disgust,0
662,abysmal,fear,0
663,abysmal,joy,0
664,abysmal,negative,1
665,abysmal,positive,0
666,abysmal,sadness,1
667,abysmal,surprise,0
668,abysmal,trust,0
669,abyss,anger,0
670,abyss,anticipation,0
671,abyss,disgust,0
672,abyss,fear,1
673,abyss,joy,0
674,abyss,negative,1
675,abyss,positive,0
676,abyss,sadness,1
677,abyss,surprise,0
678,abyss,trust,0
679,academic,anger,0
680,academic,anticipation,0
681,academic,disgust,0
682,academic,fear,0
683,academic,joy,0
684,academic,negative,0
685,academic,positive,1
686,academic,sadness,0
687,academic,surprise,0
688,academic,trust,1
689,academy,anger,0
690,academy,anticipation,0
691,academy,disgust,0
692,academy,fear,0
693,academy,joy,0
694,academy,negative,0
695,academy,positive,1
696,academy,sadness,0
697,academy,surprise,0
698,academy,trust,0
699,accede,anger,0
700,accede,anticipation,0
701,accede,disgust,0
702,accede,fear,0
703,accede,joy,0
704,accede,negative,0
705,accede,positive,0
706,accede,sadness,0
707,accede,surprise,0
708,accede,trust,0
709,accelerate,anger,0
710,accelerate,anticipation,1
711,accelerate,disgust,0
712,accelerate,fear,0
713,accelerate,joy,0
714,accelerate,negative,0
715,accelerate,positive,0
716,accelerate,sadness,0
717,accelerate,surprise,0
718,accelerate,trust,0
719,acceleration,anger,0
720,acceleration,anticipation,0
721,acceleration,disgust,0
722,acceleration,fear,0
723,acceleration,joy,0
724,acceleration,negative,0
725,acceleration,positive,0
726,acceleration,sadness,0
727,acceleration,surprise,0
728,acceleration,trust,0
729,accent,anger,0
730,accent,anticipation,0
731,accent,disgust,0
732,accent,fear,0
733,accent,joy,0
734,accent,negative,0
735,accent,positive,0
736,accent,sadness,0
737,accent,surprise,0
738,accent,trust,0
739,accentuate,anger,0
740,accentuate,anticipation,0
741,accentuate,disgust,0
742,accentuate,fear,0
743,accentuate,joy,0
744,accentuate,negative,0
745,accentuate,positive,0
746,accentuate,sadness,0
747,accentuate,surprise,0
748,accentuate,trust,0
749,accept,anger,0
750,accept,anticipation,0
751,accept,disgust,0
752,accept,fear,0
753,accept,joy,0
754,accept,negative,0
755,accept,positive,0
756,accept,sadness,0
757,accept,surprise,0
758,accept,trust,0
759,acceptable,anger,0
760,acceptable,anticipation,0
761,acceptable,disgust,0
762,acceptable,fear,0
763,acceptable,joy,0
764,acceptable,negative,0
765,acceptable,positive,1
766,acceptable,sadness,0
767,acceptable,surprise,0
768,acceptable,trust,0
769,acceptance,anger,0
770,acceptance,anticipation,0
771,acceptance,disgust,0
772,acceptance,fear,0
773,acceptance,joy,0
774,acceptance,negative,0
775,acceptance,positive,1
776,acceptance,sadness,0
777,acceptance,surprise,0
778,acceptance,trust,0
779,access,anger,0
780,access,anticipation,0
781,access,disgust,0
782,access,fear,0
783,access,joy,0
784,access,negative,0
785,access,positive,0
786,access,sadness,0
787,access,surprise,0
788,access,trust,0
789,accessible,anger,0
790,accessible,anticipation,0
791,accessible,disgust,0
792,accessible,fear,0
793,accessible,joy,0
794,accessible,negative,0
795,accessible,positive,1
796,accessible,sadness,0
797,accessible,surprise,0
798,accessible,trust,0
799,accession,anger,0
800,accession,anticipation,0
801,accession,disgust,0
802,accession,fear,0
803,accession,joy,0
804,accession,negative,0
805,accession,positive,0
806,accession,sadness,0
807,accession,surprise,0
808,accession,trust,0
809,accessory,anger,0
810,accessory,anticipation,0
811,accessory,disgust,0
812,accessory,fear,0
813,accessory,joy,0
814,accessory,negative,0
815,accessory,positive,0
816,accessory,sadness,0
817,accessory,surprise,0
818,accessory,trust,0
819,accident,anger,0
820,accident,anticipation,0
821,accident,disgust,0
822,accident,fear,1
823,accident,joy,0
824,accident,negative,1
825,accident,positive,0
826,accident,sadness,1
827,accident,surprise,1
828,accident,trust,0
829,accidental,anger,0
830,accidental,anticipation,0
831,accidental,disgust,0
832,accidental,fear,1
833,accidental,joy,0
834,accidental,negative,1
835,accidental,positive,0
836,accidental,sadness,0
837,accidental,surprise,1
838,accidental,trust,0
839,accidentally,anger,0
840,accidentally,anticipation,0
841,accidentally,disgust,0
842,accidentally,fear,0
843,accidentally,joy,0
844,accidentally,negative,0
845,accidentally,positive,0
846,accidentally,sadness,0
847,accidentally,surprise,1
848,accidentally,trust,0
849,accolade,anger,0
850,accolade,anticipation,1
851,accolade,disgust,0
852,accolade,fear,0
853,accolade,joy,1
854,accolade,negative,0
855,accolade,positive,1
856,accolade,sadness,0
857,accolade,surprise,1
858,accolade,trust,1
859,accommodate,anger,0
860,accommodate,anticipation,0
861,accommodate,disgust,0
862,accommodate,fear,0
863,accommodate,joy,0
864,accommodate,negative,0
865,accommodate,positive,0
866,accommodate,sadness,0
867,accommodate,surprise,0
868,accommodate,trust,0
869,accommodation,anger,0
870,accommodation,anticipation,0
871,accommodation,disgust,0
872,accommodation,fear,0
873,accommodation,joy,0
874,accommodation,negative,0
875,accommodation,positive,1
876,accommodation,sadness,0
877,accommodation,surprise,0
878,accommodation,trust,0
879,accompaniment,anger,0
880,accompaniment,anticipation,1
881,accompaniment,disgust,0
882,accompaniment,fear,0
883,accompaniment,joy,1
884,accompaniment,negative,0
885,accompaniment,positive,1
886,accompaniment,sadness,0
887,accompaniment,surprise,0
888,accompaniment,trust,1
889,accompany,anger,0
890,accompany,anticipation,0
891,accompany,disgust,0
892,accompany,fear,0
893,accompany,joy,0
894,accompany,negative,0
895,accompany,positive,0
896,accompany,sadness,0
897,accompany,surprise,0
898,accompany,trust,0
899,accompanying,anger,0
900,accompanying,anticipation,0
901,accompanying,disgust,0
902,accompanying,fear,0
903,accompanying,joy,0
904,accompanying,negative,0
905,accompanying,positive,0
906,accompanying,sadness,0
907,accompanying,surprise,0
908,accompanying,trust,0
909,accomplice,anger,0
910,accomplice,anticipation,0
911,accomplice,disgust,0
912,accomplice,fear,0
913,accomplice,joy,0
914,accomplice,negative,0
915,accomplice,positive,0
916,accomplice,sadness,0
917,accomplice,surprise,0
918,accomplice,trust,0
919,accomplish,anger,0
920,accomplish,anticipation,0
921,accomplish,disgust,0
922,accomplish,fear,0
923,accomplish,joy,1
924,accomplish,negative,0
925,accomplish,positive,1
926,accomplish,sadness,0
927,accomplish,surprise,0
928,accomplish,trust,0
929,accomplished,anger,0
930,accomplished,anticipation,0
931,accomplished,disgust,0
932,accomplished,fear,0
933,accomplished,joy,1
934,accomplished,negative,0
935,accomplished,positive,1
936,accomplished,sadness,0
937,accomplished,surprise,0
938,accomplished,trust,0
939,accomplishment,anger,0
940,accomplishment,anticipation,0
941,accomplishment,disgust,0
942,accomplishment,fear,0
943,accomplishment,joy,0
944,accomplishment,negative,0
945,accomplishment,positive,1
946,accomplishment,sadness,0
947,accomplishment,surprise,0
948,accomplishment,trust,0
949,accord,anger,0
950,accord,anticipation,0
951,accord,disgust,0
952,accord,fear,0
953,accord,joy,0
954,accord,negative,0
955,accord,positive,1
956,accord,sadness,0
957,accord,surprise,0
958,accord,trust,1
959,accordance,anger,0
960,accordance,anticipation,0
961,accordance,disgust,0
962,accordance,fear,0
963,accordance,joy,0
964,accordance,negative,0
965,accordance,positive,0
966,accordance,sadness,0
967,accordance,surprise,0
968,accordance,trust,0
969,accordion,anger,0
970,accordion,anticipation,0
971,accordion,disgust,0
972,accordion,fear,0
973,accordion,joy,0
974,accordion,negative,0
975,accordion,positive,0
976,accordion,sadness,0
977,accordion,surprise,0
978,accordion,trust,0
979,account,anger,0
980,account,anticipation,0
981,account,disgust,0
982,account,fear,0
983,account,joy,0
984,account,negative,0
985,account,positive,0
986,account,sadness,0
987,account,surprise,0
988,account,trust,1
989,accountability,anger,0
990,accountability,anticipation,0
991,accountability,disgust,0
992,accountability,fear,0
993,accountability,joy,0
994,accountability,negative,0
995,accountability,positive,1
996,accountability,sadness,0
997,accountability,surprise,0
998,accountability,trust,1
999,accountable,anger,0
1000,accountable,anticipation,0
1001,accountable,disgust,0
1002,accountable,fear,0
1003,accountable,joy,0
1004,accountable,negative,0
1005,accountable,positive,1
1006,accountable,sadness,0
1007,accountable,surprise,0
1008,accountable,trust,1
1009,accountant,anger,0
1010,accountant,anticipation,0
1011,accountant,disgust,0
1012,accountant,fear,0
1013,accountant,joy,0
1014,accountant,negative,0
1015,accountant,positive,0
1016,accountant,sadness,0
1017,accountant,surprise,0
1018,accountant,trust,1
1019,accounting,anger,0
1020,accounting,anticipation,0
1021,accounting,disgust,0
1022,accounting,fear,0
1023,accounting,joy,0
1024,accounting,negative,0
1025,accounting,positive,0
1026,accounting,sadness,0
1027,accounting,surprise,0
1028,accounting,trust,0
1029,accounts,anger,0
1030,accounts,anticipation,0
1031,accounts,disgust,0
1032,accounts,fear,0
1033,accounts,joy,0
1034,accounts,negative,0
1035,accounts,positive,0
1036,accounts,sadness,0
1037,accounts,surprise,0
1038,accounts,trust,1
1039,accredited,anger,0
1040,accredited,anticipation,0
1041,accredited,disgust,0
1042,accredited,fear,0
1043,accredited,joy,0
1044,accredited,negative,0
1045,accredited,positive,1
1046,accredited,sadness,0
1047,accredited,surprise,0
1048,accredited,trust,1
1049,accretion,anger,0
1050,accretion,anticipation,0
1051,accretion,disgust,0
1052,accretion,fear,0
1053,accretion,joy,0
1054,accretion,negative,0
1055,accretion,positive,0
1056,accretion,sadness,0
1057,accretion,surprise,0
1058,accretion,trust,0
1059,accrue,anger,0
1060,accrue,anticipation,0
1061,accrue,disgust,0
1062,accrue,fear,0
1063,accrue,joy,0
1064,accrue,negative,0
1065,accrue,positive,0
1066,accrue,sadness,0
1067,accrue,surprise,0
1068,accrue,trust,0
1069,accueil,anger,0
1070,accueil,anticipation,0
1071,accueil,disgust,0
1072,accueil,fear,0
1073,accueil,joy,0
1074,accueil,negative,0
1075,accueil,positive,1
1076,accueil,sadness,0
1077,accueil,surprise,0
1078,accueil,trust,0
1079,accumulate,anger,0
1080,accumulate,anticipation,0
1081,accumulate,disgust,0
1082,accumulate,fear,0
1083,accumulate,joy,0
1084,accumulate,negative,0
1085,accumulate,positive,0
1086,accumulate,sadness,0
1087,accumulate,surprise,0
1088,accumulate,trust,0
1089,accumulation,anger,0
1090,accumulation,anticipation,0
1091,accumulation,disgust,0
1092,accumulation,fear,0
1093,accumulation,joy,0
1094,accumulation,negative,0
1095,accumulation,positive,0
1096,accumulation,sadness,0
1097,accumulation,surprise,0
1098,accumulation,trust,0
1099,accuracy,anger,0
1100,accuracy,anticipation,0
1101,accuracy,disgust,0
1102,accuracy,fear,0
1103,accuracy,joy,0
1104,accuracy,negative,0
1105,accuracy,positive,0
1106,accuracy,sadness,0
1107,accuracy,surprise,0
1108,accuracy,trust,0
1109,accurate,anger,0
1110,accurate,anticipation,0
1111,accurate,disgust,0
1112,accurate,fear,0
1113,accurate,joy,0
1114,accurate,negative,0
1115,accurate,positive,1
1116,accurate,sadness,0
1117,accurate,surprise,0
1118,accurate,trust,1
1119,accursed,anger,1
1120,accursed,anticipation,0
1121,accursed,disgust,0
1122,accursed,fear,1
1123,accursed,joy,0
1124,accursed,negative,1
1125,accursed,positive,0
1126,accursed,sadness,1
1127,accursed,surprise,0
1128,accursed,trust,0
1129,accusation,anger,1
1130,accusation,anticipation,0
1131,accusation,disgust,1
1132,accusation,fear,0
1133,accusation,joy,0
1134,accusation,negative,1
1135,accusation,positive,0
1136,accusation,sadness,0
1137,accusation,surprise,0
1138,accusation,trust,0
1139,accusative,anger,0
1140,accusative,anticipation,0
1141,accusative,disgust,0
1142,accusative,fear,0
1143,accusative,joy,0
1144,accusative,negative,1
1145,accusative,positive,0
1146,accusative,sadness,0
1147,accusative,surprise,0
1148,accusative,trust,0
1149,accused,anger,1
1150,accused,anticipation,0
1151,accused,disgust,0
1152,accused,fear,1
1153,accused,joy,0
1154,accused,negative,1
1155,accused,positive,0
1156,accused,sadness,0
1157,accused,surprise,0
1158,accused,trust,0
1159,accuser,anger,1
1160,accuser,anticipation,0
1161,accuser,disgust,0
1162,accuser,fear,1
1163,accuser,joy,0
1164,accuser,negative,1
1165,accuser,positive,0
1166,accuser,sadness,0
1167,accuser,surprise,0
1168,accuser,trust,0
1169,accusing,anger,1
1170,accusing,anticipation,0
1171,accusing,disgust,0
1172,accusing,fear,1
1173,accusing,joy,0
1174,accusing,negative,1
1175,accusing,positive,0
1176,accusing,sadness,0
